pid	pub_title	pub_year	publisher	canonical_name	canonical_name_normalized	person_type_original	dup_person_count	is_author	recommended_person_type	confidence	note
publication:bencom:e0750296804b9363	詳解 特定商取引法の理論と実務〔第4版〕	2018	民事法研究会	圓山, 茂夫	圓山, 茂夫	scholar	13	yes	lawyer_practitioner	medium	圓山茂夫は特定商取引法分野の著名な弁護士・実務家であり、民事法研究会刊行の「詳解 特定商取引法の理論と実務」シリーズの著者として知られている。現在のDBでは「scholar」に分類されているが、実務家（弁護士）としての活動が主であるため「lawyer_practitioner」が適切と判断する。
publication:bencom:e22df80b569a42e8	EU基本権の体系	2024	法律文化社	中西, 優美子	中西, 優美子	scholar	5	yes	scholar	high	中西優美子は一橋大学のEU法専門の法学者であり、EU基本権・EU憲法法を専門とする。「EU基本権の体系」（2024年、法律文化社）のタイトルは彼女の研究分野と完全に一致しており、著者であることは高い確度で判断できる。
publication:bencom:e9b6b32a58c1168a	刑法各論 松原芳博著	2016	日本評論社	松原, 芳博	松原, 芳博	scholar	1	yes	scholar	high	松原芳博は早稲田大学法学学術院教授であり、刑法を専門とする著名な法学者である。『刑法各論』（日本評論社、2016年）は同氏の単著として広く知られており、著者であることは明確である。
publication:bencom:e9b6b32a58c1168a	刑法各論 松原芳博著	2016	日本評論社	Matsubara, Yoshihiro	Matsubara, Yoshihiro	scholar	3	yes	scholar	high	松原芳博（まつばら よしひろ）は早稲田大学法学学術院教授であり、刑法を専門とする著名な法学者である。「刑法各論」（2016年、日本評論社）は同氏の単著であり、タイトルに「松原芳博著」と明記されていることからも、Matsubara, Yoshihiroが本書の著者であることは明白である。
publication:bencom:eb42e13c05f3a236	刑法 第4版	2018	東京大学出版会	Kimura, Mitsue	Kimura, Mitsue	scholar	22	yes	scholar	high	木村光江（Kimura Mitsue）は刑法学者であり、東京大学出版会から出版された「刑法」の著者として知られている。2018年刊行の第4版も同氏の単著と確認できる。現在のDB上の person_type「scholar」は正確である。
publication:bencom:ee2bd7fd9f074b53	逐条解説 特定商取引法 第Ⅱ巻	2022	青林書院	阿部 高明	阿部 高明	lawyer_practitioner	2	yes	judge	medium	阿部 高明は元裁判官であり、特定商取引法分野の権威として知られ、青林書院刊行の逐条解説 特定商取引法シリーズの著者・編著者として関与していることが知られている。現在のDB分類「lawyer_practitioner」より「judge」（元裁判官）がより正確と判断する。
publication:bencom:eec2b6be4f0c6fca	災害行政法	2022	信山社	Muranaka, Yosuke	Muranaka, Yosuke	scholar	3	yes	scholar	high	村中洋介（Muranaka Yosuke）は関西大学の行政法研究者であり、「災害行政法」（信山社、2022年）は同氏の単著として知られている。プロジェクトデータ中のbencom ID「NOBN_20221125_災害行政法_01」も2022年11月の刊行を裏付けており、現在のperson_type「scholar」は正確である。
publication:bencom:efc33c3ccd754e73	日本史のなかの裁判	2022	法律文化社	川嶋, 四郎	川嶋, 四郎	scholar	18	yes	scholar	medium	川嶋四郎は同志社大学法科大学院の民事訴訟法学者であり、裁判制度・司法改革を専門とする。「日本史のなかの裁判」(2022年、法律文化社)は彼の研究領域（裁判史・司法制度史）と一致しており、著者または編者である可能性が高い。現在のDB上の「scholar」分類は適切と判断する。
publication:bencom:f30ff9f97c6ca668	情報化社会の表現の自由	2011	日本評論社	Tsuji, Yuichiro	Tsuji, Yuichiro	scholar	13	yes	scholar	high	辻雄一郎は情報法・表現の自由を専門とする憲法学者であり、「情報化社会の表現の自由」(日本評論社、2011年)はその研究領域と完全に一致する。現在のperson_type「scholar」は正確である。
publication:bencom:f30ff9f97c6ca668	情報化社会の表現の自由	2011	日本評論社	辻, 雄一郎	辻, 雄一郎	scholar	1	yes	scholar	high	辻雄一郎は表現の自由・情報法を専門とする法学者であり、「情報化社会の表現の自由」（日本評論社、2011年）はその研究領域と完全に一致する。現在のDBの person_type「scholar」は正確である。
publication:bencom:f34d18cfbf0c8acf	初めての人のための契約書の実務〈第４版〉	2022	中央経済社	牧野 和夫	牧野 和夫	lawyer_practitioner	1	yes	lawyer_practitioner	high	牧野 和夫は弁護士であり、中央経済社から出版された「初めての人のための契約書の実務」の著者として知られている。第4版（2022年）を含む複数の版を執筆しており、現在のDB分類「lawyer_practitioner」は正確である。
publication:bencom:f34d18cfbf0c8acf	初めての人のための契約書の実務〈第４版〉	2022	中央経済社	牧野, 和夫	牧野, 和夫	scholar	1	yes	lawyer_practitioner	high	牧野和夫は弁護士・法務実務家として知られ、中央経済社から「初めての人のための契約書の実務」シリーズの著者として広く認識されている。学者ではなく弁護士・実務家（lawyer_practitioner）として分類するのが適切。
publication:bencom:f3c0c72801f2938a	事例にみる 遺言能力判断の考慮要素	2023	新日本法規出版	平田, 厚	平田, 厚	scholar	1	yes	scholar	high	平田厚は明治大学の民法学者で、成年後見・高齢者法を専門とする。「事例にみる遺言能力判断の考慮要素」（新日本法規出版、2023年、ISBN 9784788292024）は同氏の専門領域（遺言能力・高齢者の意思能力）に合致しており、著者であることは高い確度で確認できる。現在のperson_type「scholar」は正しい。
publication:bencom:f3c0c72801f2938a	事例にみる 遺言能力判断の考慮要素	2023	新日本法規出版	平田 厚	平田 厚	lawyer_practitioner	1	yes	scholar	high	平田厚は明治大学法学部教授（法学者）であり、成年後見制度・遺言能力を専門とする研究者として知られる。2023年に新日本法規出版から刊行された本書はその専門領域と完全に一致しており、著者である可能性が極めて高い。現在のDB分類「lawyer_practitioner」は誤りであり、「scholar」が正しい。
publication:bencom:f4a4a0015bbe3a6c	民法入門ノート	2019	法律文化社	Watanabe, Tsutomu	Watanabe, Tsutomu	scholar	10	uncertain	scholar	low	「民法入門ノート」(法律文化社, 2019, ISBN 9784589040329)の存在はプロジェクトデータで確認できたが、著者情報はローカルデータに含まれておらず、"Watanabe, Tsutomu"がこの書籍の著者であるかを確認できない。10件の重複person_idレコードが存在することから同名異人の可能性があり、NDL等の外部書誌データとの照合が必要。person_typeは民法入門書の著者として「scholar」が妥当と判断する。
publication:bencom:f7b7f42fc4f4de4c	医事法講義［第2版］	2023	日本評論社	米村, 滋人	米村, 滋人	scholar	8	yes	scholar	high	米村滋人は東京大学大学院法学政治学研究科の法学者であり、医事法・生命倫理法を専門とする。「医事法講義」（日本評論社）は同氏の代表的な単著教科書であり、2023年刊行の第2版もその著者である。
publication:bencom:f90367234c1ce8f0	政治学読本〔新版〕	2022	法律文化社	Hirosawa, Takayuki	Hirosawa, Takayuki	scholar	10	uncertain	scholar	low	「政治学読本〔新版〕」（法律文化社、2022年）は複数の執筆者による編著形式の政治学テキストであり、廣澤孝之という名の政治学研究者が章執筆者として参加している可能性はあるが、データベース内の資料からは直接確認できず、確定的な判断が困難である。現行DB上の「scholar」分類は政治学の研究者・教育者として妥当と考えられる。
publication:bencom:fa29ead86eb2ba4f	福島第一原発事故後の民事訴訟	2021	法律文化社	神戸, 秀彦	神戸, 秀彦	scholar	14	yes	scholar	medium	神戸秀彦は民事訴訟法・原発訴訟を専門とする法学者であり、本書「福島第一原発事故後の民事訴訟」(法律文化社、2021年、ISBN 9784589041340)はその研究領域と合致する。プロジェクト内のNDLデータで当該書籍の存在は確認されたが、著者名フィールドは本データセットには含まれていないため、著者性は学術知識に基づく判断であり確実性は中程度。
publication:bencom:fa8c665e6b890a7e	物権変動における第三者保護の法理	2025	慶應義塾大学出版会	松尾, 弘	松尾, 弘	scholar	2	yes	scholar	high	松尾弘は慶應義塾大学法科大学院の民法学者であり、物権法・権利変動論を主要研究領域とする。出版社が慶應義塾大学出版会であること、テーマ（物権変動・第三者保護）が彼の専門分野と一致することから、本書の著者は松尾弘である可能性が高い。プロジェクト内データには著者名の直接記録はないが、学術的文脈から著者性は強く支持される。
publication:bencom:faaf63d27a572f27	民事訴訟における後訴遮断理論の再構成	2022	慶應義塾大学出版会	川嶋, 隆憲	川嶋, 隆憲	scholar	6	yes	scholar	medium	「民事訴訟における後訴遮断理論の再構成」（慶應義塾大学出版会、2022年）は民事訴訟法における後訴遮断理論を扱う学術的単行本であり、慶應義塾大学出版会刊行の学術書として川嶋隆憲（民事訴訟法研究者）の著作と判断できる。DBの person_type「scholar」は本書の性格と一致しており、維持が適切。
publication:bencom:fc3d80f007a3094d	ノン・ルフルマン原則と外国人の退去強制	2022	信山社	安藤, 由香里	安藤, 由香里	scholar	18	yes	scholar	high	安藤由香里は名古屋大学の国際法・難民法研究者であり、ノン・ルフルマン原則や外国人の入管法制を専門とする法学者である。本書のテーマ（ノン・ルフルマン原則と退去強制）は彼女の研究領域と完全に一致しており、信山社から2022年に刊行された本書の著者であることは妥当と判断される。
publication:bencom:fdc3edfdfe606c19	医事法講義	2016	日本評論社	米村, 滋人	米村, 滋人	scholar	8	yes	scholar	high	米村滋人は東京大学法学部教授であり、医事法・民法を専門とする著名な法学者。「医事法講義」(日本評論社、2016年)は同氏の主著の一つであり、著者であることは明確。person_typeは「scholar」(法学者・研究者)が正しい。
