object,op,key,field,before,after,reason,before_row,after_row
journal,NORMALIZE,不法行為法(法学セミナー増刊)』所収p,journal_canonical,不法行為法(法学セミナー増刊)』所収p,不法行為法(法学セミナー増刊),掲載位置サフィックス除去。単著書名等の被引用venueとして名補完(統合せず),不法行為法(法学セミナー増刊)』所収p | 64 | isbn_per_issue |  | seed_isbn_per_issue | seed:article_meta_confirmed | 日本評論社「法学セミナー増刊」として発行された単独書籍(1985年)。ISSN無し。,不法行為法(法学セミナー増刊) | 64 | isbn_per_issue |  | seed_isbn_per_issue | seed:article_meta_confirmed | 日本評論社「法学セミナー増刊」として発行された単独書籍(1985年)。ISSN無し。
journal,NORMALIZE,立法の法哲学――立法学の再定位(法哲学年報,journal_canonical,立法の法哲学――立法学の再定位(法哲学年報,立法の法哲学――立法学の再定位(法哲学年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'法哲学年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),立法の法哲学――立法学の再定位(法哲学年報 | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『立法の法哲学――立法学の再定位（法哲学年報２０１４）』所収ｐ２３４～２４６。,立法の法哲学――立法学の再定位(法哲学年報) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『立法の法哲学――立法学の再定位（法哲学年報２０１４）』所収ｐ２３４～２４６。
journal,NORMALIZE,商標の使用と権利侵害(日本工業所有権法学会年報,journal_canonical,商標の使用と権利侵害(日本工業所有権法学会年報,商標の使用と権利侵害(日本工業所有権法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本工業所有権法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),商標の使用と権利侵害(日本工業所有権法学会年報 | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『商標の使用と権利侵害（日本工業所有権法学会年報３７）』所収ｐ１７３～１９０。,商標の使用と権利侵害(日本工業所有権法学会年報) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『商標の使用と権利侵害（日本工業所有権法学会年報３７）』所収ｐ１７３～１９０。
journal,NORMALIZE,不当な支配」と教育の自由(日本教育法学会年報,journal_canonical,不当な支配」と教育の自由(日本教育法学会年報,不当な支配」と教育の自由(日本教育法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本教育法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),不当な支配」と教育の自由(日本教育法学会年報 | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『「不当な支配」と教育の自由（日本教育法学会年報４２）』所収ｐ１４３～１４４。,不当な支配」と教育の自由(日本教育法学会年報) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『「不当な支配」と教育の自由（日本教育法学会年報４２）』所収ｐ１４３～１４４。
journal,NORMALIZE,子どもと教師をめぐる教育法学の新課題(日本教育法学会年報,journal_canonical,子どもと教師をめぐる教育法学の新課題(日本教育法学会年報,子どもと教師をめぐる教育法学の新課題(日本教育法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本教育法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),子どもと教師をめぐる教育法学の新課題(日本教育法学会年報 | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『子どもと教師をめぐる教育法学の新課題（日本教育法学会年報３９）』所収ｐ１７０～。,子どもと教師をめぐる教育法学の新課題(日本教育法学会年報) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『子どもと教師をめぐる教育法学の新課題（日本教育法学会年報３９）』所収ｐ１７０～。
journal,NORMALIZE,特許関係訴訟と審判(日本工業所有権法学会年報,journal_canonical,特許関係訴訟と審判(日本工業所有権法学会年報,特許関係訴訟と審判(日本工業所有権法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本工業所有権法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),特許関係訴訟と審判(日本工業所有権法学会年報 | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『特許関係訴訟と審判（日本工業所有権法学会年報２７）』所収ｐ１９～３３。,特許関係訴訟と審判(日本工業所有権法学会年報) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『特許関係訴訟と審判（日本工業所有権法学会年報２７）』所収ｐ１９～３３。
journal,NORMALIZE,教育における<国家>と<個人>(日本教育法学会年報,journal_canonical,教育における<国家>と<個人>(日本教育法学会年報,教育における<国家>と<個人>(日本教育法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本教育法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),教育における<国家>と<個人>(日本教育法学会年報 | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『教育における＜国家＞と＜個人＞（日本教育法学会年報３３）』所収ｐ１８４～１８５。,教育における<国家>と<個人>(日本教育法学会年報) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『教育における＜国家＞と＜個人＞（日本教育法学会年報３３）』所収ｐ１８４～１８５。
journal,NORMALIZE,EC統合とEC法の展開(関西大学法学研究所研究叢書,journal_canonical,EC統合とEC法の展開(関西大学法学研究所研究叢書,EC統合とEC法の展開(関西大学法学研究所研究叢書),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'関西大学法学研究所研究叢書'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),EC統合とEC法の展開(関西大学法学研究所研究叢書 | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『ＥＣ統合とＥＣ法の展開（関西大学法学研究所研究叢書７）』所収ｐ１６３～２２５。,EC統合とEC法の展開(関西大学法学研究所研究叢書) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『ＥＣ統合とＥＣ法の展開（関西大学法学研究所研究叢書７）』所収ｐ１６３～２２５。
journal,NORMALIZE,これからの男の自立(法学セミナー増刊総合特集シリーズ,journal_canonical,これからの男の自立(法学セミナー増刊総合特集シリーズ,これからの男の自立(法学セミナー増刊総合特集シリーズ),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'法学セミナー増刊総合特集シリーズ'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),これからの男の自立(法学セミナー増刊総合特集シリーズ | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『これからの男の自立（法学セミナー増刊総合特集シリーズ４０）』所収ｐ１８１～１８。,これからの男の自立(法学セミナー増刊総合特集シリーズ) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『これからの男の自立（法学セミナー増刊総合特集シリーズ４０）』所収ｐ１８１～１８。
journal,NORMALIZE,これからの天皇制(法学セミナー増刊 総合特集シリーズ,journal_canonical,これからの天皇制(法学セミナー増刊 総合特集シリーズ,これからの天皇制(法学セミナー増刊 総合特集シリーズ),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'法学セミナー増刊 総合特集シリーズ'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),これからの天皇制(法学セミナー増刊 総合特集シリーズ | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『これからの天皇制（法学セミナー増刊 総合特集シリーズ２９）』所収ｐ２０１～２０。,これからの天皇制(法学セミナー増刊 総合特集シリーズ) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『これからの天皇制（法学セミナー増刊 総合特集シリーズ２９）』所収ｐ２０１～２０。
journal,NORMALIZE,現代の裁判(法学セミナー増刊 総合特集シリーズ,journal_canonical,現代の裁判(法学セミナー増刊 総合特集シリーズ,現代の裁判(法学セミナー増刊 総合特集シリーズ),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'法学セミナー増刊 総合特集シリーズ'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),現代の裁判(法学セミナー増刊 総合特集シリーズ | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『現代の裁判（法学セミナー増刊 総合特集シリーズ２７）』所収ｐ１９６。,現代の裁判(法学セミナー増刊 総合特集シリーズ) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『現代の裁判（法学セミナー増刊 総合特集シリーズ２７）』所収ｐ１９６。
journal,NORMALIZE,現代国家と参加(公法学研究,journal_canonical,現代国家と参加(公法学研究,現代国家と参加(公法学研究),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'公法学研究'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),現代国家と参加(公法学研究 | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『現代国家と参加（公法学研究２）』所収ｐ３５１～３５７。,現代国家と参加(公法学研究) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『現代国家と参加（公法学研究２）』所収ｐ３５１～３５７。
journal,NORMALIZE,憲法と平和保障(法学セミナー増刊 総合特集シリーズ,journal_canonical,憲法と平和保障(法学セミナー増刊 総合特集シリーズ,憲法と平和保障(法学セミナー増刊 総合特集シリーズ),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'法学セミナー増刊 総合特集シリーズ'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),憲法と平和保障(法学セミナー増刊 総合特集シリーズ | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『憲法と平和保障（法学セミナー増刊 総合特集シリーズ２２）』所収ｐ２６８～２７３。,憲法と平和保障(法学セミナー増刊 総合特集シリーズ) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『憲法と平和保障（法学セミナー増刊 総合特集シリーズ２２）』所収ｐ２６８～２７３。
journal,NORMALIZE,現代の弁護士(市民編)(法学セミナー増刊 総合特集シリーズ,journal_canonical,現代の弁護士(市民編)(法学セミナー増刊 総合特集シリーズ,現代の弁護士(市民編)(法学セミナー増刊 総合特集シリーズ),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'法学セミナー増刊 総合特集シリーズ'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),現代の弁護士(市民編)(法学セミナー増刊 総合特集シリーズ | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『現代の弁護士（市民編）（法学セミナー増刊 総合特集シリーズ２０）』所収ｐ１０８。,現代の弁護士(市民編)(法学セミナー増刊 総合特集シリーズ) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『現代の弁護士（市民編）（法学セミナー増刊 総合特集シリーズ２０）』所収ｐ１０８。
journal,NORMALIZE,事業承継(研修叢書,journal_canonical,事業承継(研修叢書,事業承継(研修叢書),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'研修叢書'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),事業承継(研修叢書 | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『事業承継（研修叢書４８）』所収ｐ８１～１４２。,事業承継(研修叢書) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『事業承継（研修叢書４８）』所収ｐ８１～１４２。
journal,NORMALIZE,新破産法――破産法・破産規則・改正民事再生法等の解説(研修叢書,journal_canonical,新破産法――破産法・破産規則・改正民事再生法等の解説(研修叢書,新破産法――破産法・破産規則・改正民事再生法等の解説(研修叢書),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'研修叢書'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),新破産法――破産法・破産規則・改正民事再生法等の解説(研修叢書 | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『新破産法――破産法・破産規則・改正民事再生法等の解説（研修叢書４４）』所収ｐ１。,新破産法――破産法・破産規則・改正民事再生法等の解説(研修叢書) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『新破産法――破産法・破産規則・改正民事再生法等の解説（研修叢書４４）』所収ｐ１。
journal,NORMALIZE,労働法の諸問題――過労自殺・解雇・リストラをめぐって(研修叢書,journal_canonical,労働法の諸問題――過労自殺・解雇・リストラをめぐって(研修叢書,労働法の諸問題――過労自殺・解雇・リストラをめぐって(研修叢書),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'研修叢書'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),労働法の諸問題――過労自殺・解雇・リストラをめぐって(研修叢書 | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『労働法の諸問題――過労自殺・解雇・リストラをめぐって（研修叢書４３）』所収ｐ７。,労働法の諸問題――過労自殺・解雇・リストラをめぐって(研修叢書) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『労働法の諸問題――過労自殺・解雇・リストラをめぐって（研修叢書４３）』所収ｐ７。
journal,NORMALIZE,相続紛争処理と弁護士実務(研修叢書,journal_canonical,相続紛争処理と弁護士実務(研修叢書,相続紛争処理と弁護士実務(研修叢書),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'研修叢書'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),相続紛争処理と弁護士実務(研修叢書 | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『相続紛争処理と弁護士実務（研修叢書４２）』所収ｐ１～６２。,相続紛争処理と弁護士実務(研修叢書) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『相続紛争処理と弁護士実務（研修叢書４２）』所収ｐ１～６２。
journal,NORMALIZE,保険の実務学(研修叢書,journal_canonical,保険の実務学(研修叢書,保険の実務学(研修叢書),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'研修叢書'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),保険の実務学(研修叢書 | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『保険の実務学（研修叢書４１）』所収ｐ１１７～１７３。,保険の実務学(研修叢書) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『保険の実務学（研修叢書４１）』所収ｐ１１７～１７３。
journal,NORMALIZE,独占禁止法(専門講座講義録)(研修叢書,journal_canonical,独占禁止法(専門講座講義録)(研修叢書,独占禁止法(専門講座講義録)(研修叢書),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'研修叢書'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),独占禁止法(専門講座講義録)(研修叢書 | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『独占禁止法（専門講座講義録）（研修叢書２８）』所収ｐ１５０～１９３。,独占禁止法(専門講座講義録)(研修叢書) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『独占禁止法（専門講座講義録）（研修叢書２８）』所収ｐ１５０～１９３。
journal,NORMALIZE,弁護士のための製造物責任法(専門講座講義録)(研修叢書,journal_canonical,弁護士のための製造物責任法(専門講座講義録)(研修叢書,弁護士のための製造物責任法(専門講座講義録)(研修叢書),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'研修叢書'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),弁護士のための製造物責任法(専門講座講義録)(研修叢書 | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『弁護士のための製造物責任法（専門講座講義録）（研修叢書２７）』所収ｐ９９～１５。,弁護士のための製造物責任法(専門講座講義録)(研修叢書) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『弁護士のための製造物責任法（専門講座講義録）（研修叢書２７）』所収ｐ９９～１５。
journal,NORMALIZE,バブル崩壊に伴う法律問題(専門講座講義録)(研修叢書,journal_canonical,バブル崩壊に伴う法律問題(専門講座講義録)(研修叢書,バブル崩壊に伴う法律問題(専門講座講義録)(研修叢書),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'研修叢書'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),バブル崩壊に伴う法律問題(専門講座講義録)(研修叢書 | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『バブル崩壊に伴う法律問題（専門講座講義録）（研修叢書２６）』所収ｐ１２７～１６。,バブル崩壊に伴う法律問題(専門講座講義録)(研修叢書) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『バブル崩壊に伴う法律問題（専門講座講義録）（研修叢書２６）』所収ｐ１２７～１６。
journal,NORMALIZE,破産に代わる倒産処理手続(専門講座講義録)(研修叢書,journal_canonical,破産に代わる倒産処理手続(専門講座講義録)(研修叢書,破産に代わる倒産処理手続(専門講座講義録)(研修叢書),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'研修叢書'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),破産に代わる倒産処理手続(専門講座講義録)(研修叢書 | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『破産に代わる倒産処理手続（専門講座講義録）（研修叢書２３）』所収ｐ６５～１１０。,破産に代わる倒産処理手続(専門講座講義録)(研修叢書) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『破産に代わる倒産処理手続（専門講座講義録）（研修叢書２３）』所収ｐ６５～１１０。
journal,NORMALIZE,商法改正・商事保全事件と会社関係実務(専門講座講義録)(東弁研修叢書,journal_canonical,商法改正・商事保全事件と会社関係実務(専門講座講義録)(東弁研修叢書,商法改正・商事保全事件と会社関係実務(専門講座講義録)(東弁研修叢書),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'東弁研修叢書'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),商法改正・商事保全事件と会社関係実務(専門講座講義録)(東弁研修叢書 | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『商法改正・商事保全事件と会社関係実務（専門講座講義録）（東弁研修叢書２２）』所。,商法改正・商事保全事件と会社関係実務(専門講座講義録)(東弁研修叢書) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『商法改正・商事保全事件と会社関係実務（専門講座講義録）（東弁研修叢書２２）』所。
journal,NORMALIZE,最近の労働問題――弁護士実務に役立つ労働問題の実践的な解説(専門講座講義録)(研修叢書,journal_canonical,最近の労働問題――弁護士実務に役立つ労働問題の実践的な解説(専門講座講義録)(研修叢書,最近の労働問題――弁護士実務に役立つ労働問題の実践的な解説(専門講座講義録)(研修叢書),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'研修叢書'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),最近の労働問題――弁護士実務に役立つ労働問題の実践的な解説(専門講座講義録)(研修叢書 | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『最近の労働問題――弁護士実務に役立つ労働問題の実践的な解説（専門講座講義録）（。,最近の労働問題――弁護士実務に役立つ労働問題の実践的な解説(専門講座講義録)(研修叢書) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『最近の労働問題――弁護士実務に役立つ労働問題の実践的な解説（専門講座講義録）（。
journal,NORMALIZE,新「借地借家法」――法律の概要と弁護士に役立つ実践的な解説(専門講座講義録)(研修叢書,journal_canonical,新「借地借家法」――法律の概要と弁護士に役立つ実践的な解説(専門講座講義録)(研修叢書,新「借地借家法」――法律の概要と弁護士に役立つ実践的な解説(専門講座講義録)(研修叢書),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'研修叢書'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),新「借地借家法」――法律の概要と弁護士に役立つ実践的な解説(専門講座講義録)(研修叢書 | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『新「借地借家法」――法律の概要と弁護士に役立つ実践的な解説（専門講座講義録）（。,新「借地借家法」――法律の概要と弁護士に役立つ実践的な解説(専門講座講義録)(研修叢書) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『新「借地借家法」――法律の概要と弁護士に役立つ実践的な解説（専門講座講義録）（。
journal,NORMALIZE,中小企業と会社法――商法違反の惹起する諸問題(研修叢書,journal_canonical,中小企業と会社法――商法違反の惹起する諸問題(研修叢書,中小企業と会社法――商法違反の惹起する諸問題(研修叢書),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'研修叢書'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),中小企業と会社法――商法違反の惹起する諸問題(研修叢書 | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『中小企業と会社法――商法違反の惹起する諸問題（研修叢書８）』所収ｐ１２９～１７。,中小企業と会社法――商法違反の惹起する諸問題(研修叢書) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『中小企業と会社法――商法違反の惹起する諸問題（研修叢書８）』所収ｐ１２９～１７。
journal,NORMALIZE,不動産譲渡所得課税の実務(専門講座講義録)(研修叢書,journal_canonical,不動産譲渡所得課税の実務(専門講座講義録)(研修叢書,不動産譲渡所得課税の実務(専門講座講義録)(研修叢書),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'研修叢書'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),不動産譲渡所得課税の実務(専門講座講義録)(研修叢書 | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『不動産譲渡所得課税の実務（専門講座講義録）（研修叢書９）』所収ｐ１４１～１７９。,不動産譲渡所得課税の実務(専門講座講義録)(研修叢書) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『不動産譲渡所得課税の実務（専門講座講義録）（研修叢書９）』所収ｐ１４１～１７９。
journal,NORMALIZE,離婚事件をめぐる実務上の問題点(専門講座講義録)(研修叢書,journal_canonical,離婚事件をめぐる実務上の問題点(専門講座講義録)(研修叢書,離婚事件をめぐる実務上の問題点(専門講座講義録)(研修叢書),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'研修叢書'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),離婚事件をめぐる実務上の問題点(専門講座講義録)(研修叢書 | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『離婚事件をめぐる実務上の問題点（専門講座講義録）（研修叢書１６）』所収ｐ９５～。,離婚事件をめぐる実務上の問題点(専門講座講義録)(研修叢書) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『離婚事件をめぐる実務上の問題点（専門講座講義録）（研修叢書１６）』所収ｐ９５～。
journal,NORMALIZE,保全処分に関する諸問題(研修叢書,journal_canonical,保全処分に関する諸問題(研修叢書,保全処分に関する諸問題(研修叢書),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'研修叢書'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),保全処分に関する諸問題(研修叢書 | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『保全処分に関する諸問題（研修叢書６）』所収ｐ１３３～２２１。,保全処分に関する諸問題(研修叢書) | 3 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『保全処分に関する諸問題（研修叢書６）』所収ｐ１３３～２２１。
journal,NORMALIZE,教育の「貧困化」と教育法(日本教育法学会年報,journal_canonical,教育の「貧困化」と教育法(日本教育法学会年報,教育の「貧困化」と教育法(日本教育法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本教育法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),教育の「貧困化」と教育法(日本教育法学会年報 | 2 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『教育の「貧困化」と教育法（日本教育法学会年報４９）』所収ｐ１６５～１６６。,教育の「貧困化」と教育法(日本教育法学会年報) | 2 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『教育の「貧困化」と教育法（日本教育法学会年報４９）』所収ｐ１６５～１６６。
