edge_candidate_tier,edge_status,edge_role,priority,nickname,formal_event_name,formal_name_freq_in_db,hanrei_id,事件番号,date,court,n_articles,via,owner_decision,machine_verdict,conflict,machine_verdict,conflict
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,日野車体工業事件,不当労働行為救済命令取消請求控訴事件,138,28290433,昭和６１年（オ）５３７号,昭和61.9.16,最高三小判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,東住吉事件国家賠償訴訟,損害賠償請求事件,36439,28301461,平成２８年（ワ）１２３９５号,令和4.3.15,大阪地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,東日本旅客鉄道株主代表訴訟事件,損害賠償請求事件,36439,28051802,平成１０年（ワ）５９６２号,平成12.2.3,東京地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,沖縄県議会取材撮影不許可訴訟,国家賠償請求控訴事件,116,28310544,令和２年（ネ）６３号,令和3.1.21,福岡高那覇支判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,相互住宅ローン事件地位保全仮処分申請事件,借地権譲渡許可申立に伴う優先買受申立事件,222,27490963,昭和５９年（借チ）２０９３号,昭和60.10.7,東京地決,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,知財高裁審決取消事件,審決取消請求事件,6967,28170212,平成２２年（行ケ）１０２０２号,平成23.2.17,知財高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,競馬払戻金に係る脱税事件,不当利得返還請求事件,3320,28211629,平成２３年（ワ）１３０５４号,平成25.5.23,大阪地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,自立支援をうたう違法な寄宿型施設監禁事件,損害賠償請求事件,36439,28331826,令和２年（ワ）４２５５号,令和7.5.15,横浜地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,訴え提起時に管轄権のない事件,移送申立却下決定に対する即時抗告事件,31,28292684,令和２年（ラ）３４５号,令和2.11.27,福岡高決,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,農地除染訴訟控訴審判決と生業訴訟,損害賠償請求控訴事件,5262,28283225,令和１年（ネ）３７０号／令和２年（ネ）５１号,令和2.9.15,仙台高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,難病の素因があった従業員の過労死認定事件,損害賠償請求事件,36439,28130394,平成１４年（ワ）２２２８号,平成17.9.21,千葉地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,2次訴訟,損害賠償等請求控訴事件,573,28102028,平成１４年（ネ）２６２１号,平成17.3.18,東京高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ACリアルエステイト事件,損害賠償請求事件,36439,28282695,平成２７年（ワ）１０８号／平成２７年（ワ）１０９号,平成30.8.16,静岡地浜松支判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,BASE事件,損害賠償等請求控訴事件,573,28284242,令和２年（ネ）１００３１号,令和2.12.16,知財高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,BL同人誌著作権侵害事件,損害賠償請求控訴事件,5262,28283069,令和２年（ネ）１００１８号,令和2.10.6,知財高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,CUP事件,不正競争行為差止等請求控訴事件,97,28040130,平成９年（ネ）２１７８号,平成10.5.22,大阪高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,F鉄道工業事件,損害賠償等請求事件,3840,28041235,平成９年（ワ）５６８号,平成11.2.26,静岡地沼津支判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,JR九州事件,損害賠償請求事件,36439,28331121,令和４年（ワ）１５４号,令和6.11.8,福岡地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,JR東日本新宿車掌区事件,緊急命令申立事件,69,27804616,平成１年（行ク）２２号,平成1.7.7,東京地決,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,JR西日本日勤教育事件,損害賠償請求事件,36439,28180253,平成２１年（ワ）７７１０号,平成23.7.27,大阪地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,NEC懲戒解雇事件,地位確認等請求事件,1500,28301164,令和１年（ワ）５７４３号,令和3.11.29,大阪地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,NFKホールディングス事件,損害賠償請求事件,36439,28220190,平成２３年（ワ）４７９１号,平成25.10.22,横浜地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,NKK中高年賃金差別事件,地位確認等請求事件,1500,28060170,平成５年（ワ）２７４４号,平成12.7.17,横浜地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,NOVA事件,損害賠償請求控訴事件,5262,28291328,令和１年（ネ）８５２号,令和2.10.23,名古屋高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,NPO法人B会ほか事件,損害賠償請求事件,36439,28250817,平成２７年（ワ）９５号／平成２７年（ワ）３６２号,平成29.2.21,長崎地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,P&G配転命令無効事件,地位確認等請求事件,1500,28100087,平成１５年（ワ）１０６８号,平成16.8.31,神戸地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,SACO見舞金不支給事件,損害賠償等請求控訴事件,573,28312937,令和４年（ネ）１２０号,令和5.9.14,福岡高那覇支判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,X銀行事件,不正競争行為差止等請求事件,279,28102385,平成１６年（ワ）１８７８７号,平成17.10.7,東京地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,Y工業事件,損害賠償請求控訴事件,5262,28172459,平成２２年（ネ）３５００号,平成23.4.14,大阪高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,a庵経営者事件,損害賠償請求控訴事件,5262,28251015,平成２８年（ネ）５０１号,平成29.1.18,福岡高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,いわゆる一般的指定のなされている事件,損害賠償等請求控訴事件,573,27803473,昭和５９年（ネ）１３８３号,昭和61.4.17,大阪高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,いわゆる流山訴訟,法人税更正処分取消請求事件,19,28091781,平成１４年（行ウ）３２号,平成16.4.2,千葉地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,さえき事件,審決取消請求事件,6967,28041179,平成６年（ワ）８７２号,平成10.9.11,福岡地小倉支判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,とくに教科書検定訴訟,損害賠償請求事件,36439,27805050,昭和５９年（ワ）３４８号,平成1.10.3,東京地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,に対するセクハラ事件,損害賠償請求事件,36439,28040294,平成６年（ワ）５５８号,平成10.3.11,和歌山地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,の大阪府立労働センター利用承認取消事件,執行停止申立事件,57,28293399,令和３年（行ト）４２号,令和3.7.16,最高三小決,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,の欠缺を理由に棄却した事件,預金払戻請求事件,126,27405721,昭和５６年（ワ）５３６号,昭和57.3.25,福岡地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,まねきTV・ロクラク2事件,著作権侵害差止等請求事件,198,28170099,平成２１年（受）６５３号,平成23.1.18,最高三小判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,アイフル事件,損害賠償等請求事件,3840,28111130,平成１７年（ワ）７６１号,平成18.4.27,京都地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,アダルトビデオプロダクション労働者供給事件,婚姻費用分担審判に対する抗告事件,34,28320527,令和３年（う）９３１号,令和4.10.12,東京高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,アベノマスク訴訟,損害賠償請求事件,36439,28331949,令和６年（ワ）５５０１号,令和7.6.5,大阪地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,アルツハイマー病離婚訴訟,離婚請求事件,244,27811442,平成２年（タ）２号,平成2.9.17,長野地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,アルファクラブ外一社事件,損害賠償請求事件,36439,28281681,平成３１年（行ウ）２号,令和1.12.17,福島地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,アンスティチュ・フランセ日本事件,地位確認等請求控訴、同附帯控訴事件,25,28313565,令和４年（ネ）１３２９号／令和４年（ネ）３７３０号,令和5.1.18,東京高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,アートコーポレーションほか事件,地位確認請求事件,133,28282186,平成２９年（ワ）４３０３号,令和2.6.25,横浜地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,イタイイタイ病事件,損害賠償請求控訴、同附帯控訴事件,334,27424511,昭和４６年（ネ）１０３号／昭和４６年（ネ）１２０号／昭和４６年（ネ）１３７号,昭和47.8.9,名古屋高金沢支判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ウライ株式会社事件,株式買取価格決定申立事件,12,28262113,平成２８年（ヒ）１１号,平成29.6.9,京都地決,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,エム・シー・アンド・ピー事件,地位確認等請求事件,1500,28223321,平成２４年（ワ）３４８号,平成26.2.27,京都地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,エース損害保険事件,地位保全等仮処分申立事件,70,28070640,平成１３年（ヨ）２１０８１号,平成13.8.10,東京地決,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,エール・フランス事件,損害賠償請求事件,36439,27818510,平成３年（ワ）３１４号,平成6.1.26,千葉地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,オウム病インコ事件,損害賠償請求事件,36439,27828501,平成４年（オ）１１１９号,平成7.11.30,最高一小判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,オハラ樹脂工業事件,損害賠償請求事件,36439,28320147,令和３年（ワ）５６４号,令和5.9.11,名古屋地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,オリエンタル白石事件,審決取消請求事件,6967,28211700,平成２４年（行ケ）１５号,平成25.5.17,東京高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,オリンパス配転無効・パワハラ損害賠償事件,配転命令無効確認等請求事件,25,28322985,平成２３年（オ）２０８８号／平成２３年（受）２３８５号,平成24.6.28,最高一小決,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,オープンタイドジャパン事件,地位確認等請求事件,1500,28080016,平成１３年（ワ）１７０７２号,平成14.8.9,東京地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,カクダイ不実証広告事件,審決取消請求事件,6967,28240215,平成２２年（行ケ）２号,平成22.7.16,東京高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,カネミ油症訴訟,損害賠償請求控訴事件,5262,28222490,平成２５年（ネ）４２０号,平成26.2.24,福岡高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,カビ取り剤事件,各損害賠償請求控訴事件,94,27825763,平成３年（ネ）１２６６号／平成３年（ネ）１２８２号,平成6.7.6,東京高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,キャドシステム無断複製事件,損害賠償請求控訴事件,5262,28030556,平成６年（ネ）３０３号,平成8.9.11,大阪高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,クレディア事件,損害賠償請求控訴事件,5262,28161888,平成２０年（ネ）４３４号,平成22.2.19,広島高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,コミスケ3事件,不正競争防止法違反被告事件,36,28290662,平成３０年（あ）１０号,令和3.3.1,最高一小決,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ゴルフクラブ営業譲渡事件,預託金返還請求控訴事件,66,28072140,平成１３年（ネ）２６９６号,平成14.2.12,東京高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ゴールド・マリタイム事件,地位確認等請求事件,1500,27807400,昭和６１年（ワ）３６７２号,昭和63.11.16,大阪地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,サッカーワールドカップフランス大会事件,損害賠償請求控訴事件,5262,28041985,平成１１年（レ）１号,平成11.6.10,京都地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,サンケイ新聞名誉毀損事件,損害賠償等請求事件,3840,27800036,昭和５７年（ワ）４５４号,昭和62.3.18,大分地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,サンド事件,賃金請求事件,299,27613193,昭和５６年（ワ）６７３３号,昭和58.7.12,大阪地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ザ・ウィンザーホテルインターナショナル事件,時間外手当等請求事件,24,28174381,平成２２年（ワ）１３５９号,平成23.5.20,札幌地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ステロイド剤注射に伴う骨関節結核罹患事件,損害賠償請求事件,36439,27803821,昭和５０年（ワ）８７号,昭和60.3.25,広島地尾道支判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,スルガ銀行不正融資事件,損害賠償等請求控訴事件,573,28293650,令和２年（ネ）２８７９号,令和3.6.2,東京高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,セメダイン事件,不当労働行為救済命令取消請求事件,361,28042012,平成１０年（行ウ）６６号,平成11.6.9,東京地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,セメダイン株主代表訴訟,建物収去土地明渡請求事件,1086,28061631,平成４年（ワ）７９３５号／平成４年（ワ）１９８０７号,平成8.2.8,東京地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,タカヤ事件,審決取消請求事件,6967,28233966,平成２５年（行ケ）６４号,平成26.11.21,東京高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,チェース・マンハッタン銀行事件,賃金請求事件,299,27825958,平成３年（ワ）６８７３号,平成6.9.14,東京地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,チッソ事件,株主総会決議取消請求控訴事件,41,27200086,昭和４９年（ネ）６６９号,昭和54.9.27,大阪高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,チボリ・ジャパン事件,損害賠償請求事件,36439,28070831,平成１１年（ワ）９４８号,平成13.5.16,岡山地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,テクノプロ・エンジニアリング事件,地位確認等請求事件,1500,28170835,平成２１年（ワ）３５０４号,平成23.1.25,横浜地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ディオバン事件,薬事法違反被告事件,10,28292243,平成３０年（あ）１８４６号,令和3.6.28,最高一小決,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,トレース指摘ツイート事件,発信者情報開示請求控訴事件,68,28302486,令和４年（ネ）１００１９号,令和4.10.19,知財高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ドロテビス事件,損害賠償等請求事件,3840,27753118,昭和５３年（ワ）１２６４号,昭和57.12.21,神戸地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ドワンゴ事件,未払賃金等請求事件,251,28112147,平成１７年（ワ）３２２９号,平成18.5.29,京都地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ネオユニットほか事件,地位確認等請求控訴事件,293,28292521,令和１年（ネ）３１０号,令和3.4.28,札幌高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ネッスル日本事件,不当労働行為救済命令取消請求事件,361,27613166,昭和５７年（行ウ）１号,昭和58.3.15,神戸地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ネッスル日本霞ヶ浦工場事件,不当労働行為救済命令取消請求事件,361,27806588,昭和６１年（行ウ）６７号,平成1.12.7,東京地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ノーモア・ミナマタ第二次新潟訴訟,損害賠償請求事件,36439,28322058,平成２５年（ワ）６１２号／平成２６年（ワ）２６８号／平成２６年（ワ）４３２号／平成２７年（ワ）８６号,令和6.4.18,新潟地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,パソナ事件,保険金請求事件,1783,28210693,平成２２年（ワ）１８０２５号,平成24.11.30,大阪地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,パナソニック派遣切り訴訟,地位確認等請求事件,1500,28233403,平成２１年（ワ）１３６号,平成23.9.14,福井地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ビッグモーター事件,損害賠償等請求事件,3840,28312766,令和３年（ワ）４３９号,令和5.2.8,水戸地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ファイアースター訴訟,損害賠償請求事件,36439,28110318,平成１５年（受）１７３９号,平成18.1.27,最高二小決,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,フェイス事件,地位確認等請求事件,1500,28175964,平成２２年（ワ）２５９３６号,平成23.8.17,東京地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,フォーカスシステムズ事件,損害賠償請求事件,36439,28181959,平成２０年（ワ）２４７２号,平成23.3.7,東京地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,フレックスジャパン・アドバンテック事件,損害賠償請求事件,36439,28080574,平成１３年（ワ）３０５３号,平成14.9.11,大阪地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ブラザー工業事件,地位保全等仮処分申請事件,126,27490772,昭和５０年（ヨ）１０９２号,昭和59.3.23,名古屋地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ブルーハウス事件,破産債権確定請求事件,39,28032564,平成９年（ワ）１８３１号／平成９年（ワ）２２４７号／平成９年（ワ）２６２１号,平成10.3.31,札幌地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ブルーリボン・バッジ事件,損害賠償請求事件,36439,28312461,令和２年（ワ）１０８５１号,令和5.5.31,大阪地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,プラスパアパレル協同組合事件,損害賠償等請求控訴事件,573,28170042,平成２２年（ネ）２５５号,平成22.9.13,福岡高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ベネッセコーポレーション事件,請求異議事件,445,28214096,平成２２年（ワ）３７４５号,平成24.8.29,東京地立川支判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ペンギンパレード写真事件,発信者情報開示等請求事件,87,28262899,平成２８年（ワ）２０９７号,平成30.6.15,札幌地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ホームヘルパー国賠訴訟,損害賠償請求控訴事件,5262,28321341,令和４年（ネ）５４４９号,令和6.2.2,東京高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,マイ・キューブ事件,損害賠償請求事件,36439,27801632,昭和５６年（ワ）５９７６号／昭和５９年（ワ）１０６１号,昭和61.10.21,大阪地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,マガジンプランニング事件,損害賠償請求事件,36439,28223953,平成２２年（ワ）１５５７号,平成23.7.4,京都地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,マックスファクター事件,文書提出命令に対する抗告事件,45,28222596,平成１６年（ラ）６２号,平成16.2.25,大阪高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,マルマン事件,損害賠償請求事件,36439,28052132,平成１０年（ワ）２５３３号,平成12.5.8,大阪地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,マンションのポンプ騒音事件,不当利得金返還請求控訴事件,48,28062374,平成１１年（ネ）２１４０号,平成12.12.15,大阪高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,マンション事件,損害賠償請求事件,36439,28171846,平成１４年（ワ）９３号,平成15.3.12,横浜地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,マンション分譲契約交渉破棄事件,損害賠償請求事件,36439,27490190,昭和５９年（オ）１５２号,昭和59.9.18,最高三小判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ミーリングチャック事件,不正競争行為差止等請求事件,279,28092865,平成１５年（ワ）７１２６号,平成16.11.9,大阪地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,メットライフ生命保険事件,地位確認等請求事件,1500,28330877,令和３年（ワ）８３８８号,令和4.10.27,大阪地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,モデルハイヤー事件,賃金請求事件,299,27804086,昭和６０年（ワ）３４９号,昭和63.7.7,高知地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ヤマダさんよりお安くします事件,損害賠償請求事件,36439,28091621,平成１４年（ワ）５６５号,平成16.5.7,前橋地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ヤマハ特約店事件,不正競争行為差止請求事件,52,27423941,昭和５３年（ワ）１７４０号／昭和５５年（ワ）１０７８号,昭和57.10.15,名古屋地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ユーコーコミュニティー従業員事件,債務不存在確認請求事件,441,28302302,令和３年（ワ）４２号,令和4.2.10,横浜地相模原支判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ライトスタッフ事件,地位確認等請求事件,1500,28210015,平成２３年（ワ）１４２６５号,平成24.8.23,東京地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,リオン事件,損害賠償請求控訴事件,5262,28260173,平成２６年（ワ）１８５号,平成29.2.9,東京地立川支判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ワキタ事件,損害賠償請求事件,36439,28061277,平成１２年（ワ）５２６７号,平成12.12.1,大阪地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ワットラインサービス事件,国家賠償請求控訴事件,116,28323656,令和６年（ネ）１８４１号,令和6.11.6,東京高判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,一流手形盗難事件,約束手形金請求事件,1186,28072023,平成１３年（ワ）１４３４号,平成14.4.26,神戸地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,七十七銀行事件,損害賠償請求事件,36439,28220857,平成２４年（ワ）１１１８号,平成26.2.25,仙台地判,1,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,三井造船配転命令事件,家屋明渡請求事件,564,27460902,昭和５５年（ワ）９２６５号,昭和57.4.28,大阪地判,1,unique,,needs_review,,needs_review,
