case_name_normalized,court,date,variant_names,article_ids,n_articles,is_hanrei_hyoshaku,distinct_case_names,is_possibly_overmerged
宝運輸事件,広島地福山支判,昭和57.8.17,宝運輸事件,issn:0387-1878#415#p4,1,0,1,false
実写映画化事件,知財高判,平成26.3.27,実写映画化事件,issn:0387-9399#43#p220,1,0,1,false
実務と学説からみた憲法訴訟,最高二小決,令和4.6.15,実務と学説からみた憲法訴訟,issn:0438-5888#2599#p13,1,0,1,false
実名訴訟,最高判,平成19.6.21,実名訴訟,issn:0387-3811#v37n8#p36,1,0,0,false
実子あっせん事件,最高二小判,昭和63.6.17,実子あっせん事件,issn:0389-2220#134#p15,1,0,1,false
実正寺事件,,平成8.3.14,実正寺事件,ncid:AN00327813#1386#p18,1,0,1,false
実質は土地の境界争いである所有権確認訴訟,福岡高判,平成18.3.2,実質は土地の境界争いである所有権確認訴訟,ncid:AN00326923#2008#p122,1,0,0,false
実質的当時者訴訟,最高三小判,平成5.7.20,実質的当時者訴訟,issn:0448-0791#5#p52.133,1,0,1,false
室生赤目青山国定公園不許可補償事件,東京地判,昭和61.3.17,室生赤目青山国定公園不許可補償事件,issn:0287-5209#v63n8#p108,1,0,0,false
宮の森カントリークラブ事件,東京高判,平成20.3.25,宮の森カントリークラブ事件,issn:0439-3295#v54n12#p129,1,0,1,false
宮入バルブの新株発行差止申立事件,,平成16.6.1,宮入バルブの新株発行差止申立事件,issn:0289-1107#1702#p24,1,0,0,false
宮入バルブ事件,,平成1.9.5,宮入バルブ事件,issn:0287-4601#v56n2#p153,1,0,1,false
宮原酸素事件,長野地上田支判,昭和56.5.14,宮原酸素事件,ncid:AN00327813#1045#p60,1,0,1,false
宮古毎日新聞社外一社事件,,平成21.11.19,宮古毎日新聞社外一社事件,issn:1342-5269#1137#p16,1,0,1,false
宮城県における倒産事件,,,宮城県における倒産事件,issn:1348-8953#v33n4#p115,1,0,1,false
宮城県に所在する医薬品卸売業者による独占禁止法違反事件,,,宮城県に所在する医薬品卸売業者による独占禁止法違反事件,issn:0425-6247#618#p87,1,0,0,false
宮城県テレビラジオ電機商業組合事件,公取委,昭和41.8.30,宮城県テレビラジオ電機商業組合事件,isbn:bj-141#p116,1,0,1,false
宮城県出張旅費・県政調査費訴訟,仙台高判,平成12.3.17,宮城県出張旅費・県政調査費訴訟,issn:0387-3420#v73n2#p47,1,0,1,false
宮城県沖地震損害賠償事件,仙台地判,昭和56.5.8,宮城県沖地震損害賠償事件,ncid:AN00326923#275#p195,1,0,1,false
宮城県漁業協同組合連合会に対する契約金請求事件,仙台地石巻支判,平成25.9.26,宮城県漁業協同組合連合会に対する契約金請求事件,issn:0425-6247#797#p46,1,0,0,false
宮城県美術館業務委託料損害賠償請求控訴事件,仙台高判,令和5.10.11,宮城県美術館業務委託料損害賠償請求控訴事件,issn:0913-610X#520#p37,1,0,0,false
宮岡事件,東京地判,平成15.7.16,宮岡事件,issn:0910-5786#v35n12#p1,1,0,0,false
宮崎リゾート差止請求訴訟,宮崎地判,平成6.10.21,宮崎リゾート差止請求訴訟,isbn:bj-171#p166,1,0,0,false
宮崎信用金庫事件,,平成12.9.25,宮崎信用金庫事件,ncid:AN00327813#1545#p32,1,0,1,false
宮崎信金事件,宮崎地判,平成21.9.28,宮崎信金事件,issn:0386-0620#231#p206,1,0,1,false
宮崎県所在のアンカー工事等の施工業者による独占禁止法違反事件,,,宮崎県所在のアンカー工事等の施工業者による独占禁止法違反事件,issn:0425-6247#573#p69,1,0,0,false
宮田自動車商会事件,札幌地判,令和5.4.7,宮田自動車商会事件,ncid:AN00327813#2045#p47,1,0,1,false
宮訴訟事件,東京高判,昭和56.4.24,宮訴訟事件,issn:0288-6650#137#p253,1,0,1,false
宴のあと事件,東京地判,昭和39.9.28,宴のあと事件,isbn:不法行為法(法学セミナー増刊)#p102,1,0,1,false
家事事件手続法47条1項に基づく後見事件,東京地判,令和4.12.1,家事事件手続法４７条１項に基づく後見事件,issn:1347-0108#119#p92,1,0,1,false
家事審判手続における事件,大阪高決,昭和58.5.2,家事審判手続における事件,,1,0,1,false
家事調停事件,仙台高決,平成26.11.28,家事調停事件,issn:0912-1579#743#p76,1,0,1,false
家庭用テレビゲーム機用ゲームソフトの抱き合わせ販売事件,,,家庭用テレビゲーム機用ゲームソフトの抱き合わせ販売事件,issn:0425-6247#499#p53,1,0,1,false
家庭的保育事業・乳児死亡事件,横浜地横須賀支判,令和2.5.25,家庭的保育事業・乳児死亡事件,issn:0911-4718#1766#p4,1,0,1,false
家庭裁判所においてDVの主張がなされた事件,,,家庭裁判所においてＤＶの主張がなされた事件,issn:2189-1702#16#p40,1,0,1,false
家庭裁判所の成年後見人に対する監督義務懈怠等に基づく債権回収不能による国家賠償請求事件,東京地判,平成26.3.11,家庭裁判所の成年後見人に対する監督義務懈怠等に基づく債権回収不能による国家賠償請求事件,issn:1347-0108#67#p96,1,0,0,false
家永教科書検定第3次訴訟,東京高判,平成5.10.20,家永教科書検定第３次訴訟,isbn:判例セレクト’94(月刊法学教室174別冊付録)#p13,1,0,1,false
富士喜本店対資生堂東京販社事件,東京地判,平成5.9.27,富士喜本店対資生堂東京販社事件,issn:0448-0791#1035#p122,1,0,1,false
富士文化工業事件,浦和地判,昭和35.3.30,富士文化工業事件,isbn:bj-101#p238,1,0,1,false
富士機工事件,静岡地浜松支判,平成30.6.18,富士機工事件,ncid:AN00327187#205#p46,1,0,1,false
富士火災海上保険事件,東京地判,平成20.1.19,富士火災海上保険事件,issn:1342-5064#v59n14#p30,1,0,1,false
富士火災海上保険事件,札幌地判,平成19.12.3,富士火災海上保険事件,issn:0439-3295#v54n4#p135,1,0,1,false
富士興産事件,東京地決,令和3.4.2,富士興産事件,issn:0289-1107#2275#p36,1,0,1,false
富士通四国システムズ事件,大阪地判,平成20.5.26,富士通四国システムズ事件,ncid:AN00327813#1707#p16,1,0,1,false
富士運輸事件,東京高判,平成27.12.24,富士運輸事件,ncid:AN00327187#191#p162,1,0,1,false
富山市・コンビニエンスストア事件,富山地判,平成26.9.24,富山市・コンビニエンスストア事件,issn:0286-3642#v61n1#p57,1,0,1,false
富山技能実習生強制帰国未遂事件,富山地判,平成25.7.17,富山技能実習生強制帰国未遂事件,ncid:AN00327813#1806#p14,1,0,1,false
富山県に所在する防水工事等の施行業者による独占禁止法違反事件,,,富山県に所在する防水工事等の施行業者による独占禁止法違反事件,issn:0425-6247#607#p83,1,0,0,false
富山県教委事件,最高二小判,昭和59.7.6,富山県教委事件,issn:0286-9160#64#p116,1,0,1,false
富田林養護学校教員腰痛症事件,大阪地判,平成7.6.12,富田林養護学校教員腰痛症事件,ncid:AN00327813#1366#p12,1,0,1,false
富田浜病院事件,,,富田浜病院事件,isbn:現代民法学の諸問題――玉田弘毅先生古稀記念論文集#p1,1,0,1,false
富隆運送事件,名古屋地判,昭和59.2.24,富隆運送事件,issn:0288-5107#8#p222,1,0,1,false
寝屋川市議会議員選挙当選無効裁決取消請求事件,大阪高判,平成28.4.13,寝屋川市議会議員選挙当選無効裁決取消請求事件,issn:0287-8534#417#p18,1,0,0,false
審決取消訴訟,知財高判,平成30.4.13,審決取消訴訟,issn:0287-5209#v96n12#p136,1,0,0,false
審理継続の必要による期日延期・新たな口頭弁論期日の指定と民事訴訟,最高三小決,令和5.9.27,審理継続の必要による期日延期・新たな口頭弁論期日の指定と民事訴訟,issn:0448-0791#5#p110,1,0,1,false
寺西事件,,,寺西事件,issn:0385-034X#332#p48,1,0,0,false
寺西投書事件,,,寺西投書事件,issn:0387-3420#v70n2#p2,1,0,1,false
寺西裁判官事件,,,寺西裁判官事件,issn:0447-7480#v50n10#p14,1,0,1,false
対人賠償責任保険における直接請求権に関する支払条件と直接請求権に基づく訴訟,仙台高判,平成26.3.28,対人賠償責任保険における直接請求権に関する支払条件と直接請求権に基づく訴訟,isbn:bj-233#p224,1,0,0,false
対杉並区生活保護国賠請求訴訟,,,対杉並区生活保護国賠請求訴訟,issn:0911-4718#1791#p4.2,1,0,0,false
専修大学事件,,平成27.6.8,専修大学事件,ncid:AN00327187#186#p29,1,0,1,false
将棋YouTuber事件,,,将棋ＹｏｕＴｕｂｅｒ事件,issn:0386-3042#v72n12#p49,1,0,1,false
小坂ふくし会事件,秋田地大館支判,平成12.7.18,小坂ふくし会事件,issn:0448-0791#1218#p143,1,0,1,false
小学校向け図書教材の出版業者らによる独占禁止法違反事件,,,小学校向け図書教材の出版業者らによる独占禁止法違反事件,issn:0425-6247#570#p79,1,0,0,false
小学校教室内事故損害賠償請求事件,最高二小判,平成20.4.18,小学校教室内事故損害賠償請求事件,issn:0287-8534#313#p42,1,0,0,false
小学校昼休み石投げケガ発生損害賠償請求事件,,平成20.12.12,小学校昼休み石投げケガ発生損害賠償請求事件,issn:0287-8534#326#p53,1,0,0,false
小樽事件,札幌地判,令和5.10.4,小樽事件,ncid:AN00080095#v68n2#p130,1,0,0,false
小樽種痘損害賠償請求事件,札幌高判,平成6.12.6,小樽種痘損害賠償請求事件,issn:0912-7194#11#p134,1,0,0,false
小樽種痘禍訴訟,札幌高判,昭和61.7.31,小樽種痘禍訴訟,ncid:AN00326923#338#p44,1,0,1,false
小泉総理大臣の靖国神社参拝訴訟,,,小泉総理大臣の靖国神社参拝訴訟,issn:0438-5896#1277#p5,1,0,1,false
小泉首相靖国神社参拝違憲訴訟,,,小泉首相靖国神社参拝違憲訴訟,ncid:AN10522258#619#p39,1,0,1,false
小泉首相靖國神社参拝訴訟,,,小泉首相靖國神社参拝訴訟,issn:0448-0791#1287#p60,1,0,1,false
小牧・岩倉ごみ焼却場事件,名古屋高決,昭和59.8.31,小牧・岩倉ごみ焼却場事件,isbn:bj-240#p14,1,0,1,false
小田原市所在の水道施設工事業者による独占禁止法違反事件,,,小田原市所在の水道施設工事業者による独占禁止法違反事件,issn:0425-6247#541#p62,1,0,0,false
小田急レストランシステム給食事業料理長自殺労災事件,東京地判,平成21.5.20,小田急レストランシステム給食事業料理長自殺労災事件,issn:0438-5896#22#p378,1,0,1,false
小田急線連続立体交差事業認可処分取消請求訴訟,東京高判,平成15.12.18,小田急線連続立体交差事業認可処分取消請求訴訟,issn:0916-9806#v57n6#p71,1,0,0,false
小田急線連続立体交差都市計画事業認可取消事件,,,小田急線連続立体交差都市計画事業認可取消事件,issn:0493-4067#1770#p50,1,0,0,false
小西縫製工業石橋焼死事件,,昭和58.1.31,小西縫製工業石橋焼死事件,ncid:AN00327813#1072#p52,1,0,1,false
小規模埋立て等による土壌の汚染及び災害の発生の防止に関する条例の是正命令不行使国家賠償請求事件,千葉地判,平成26.11.27,小規模埋立て等による土壌の汚染及び災害の発生の防止に関する条例の是正命令不行使国家賠償請求事件,issn:0287-8534#404#p60,1,0,0,false
小谷医院整理解雇事件,鳥取地決,昭和57.10.6,小谷医院整理解雇事件,issn:0448-0791#820#p102,1,0,1,false
少年冤罪国賠事件,千葉地判,平成16.3.24,少年冤罪国賠事件,ncid:AN10468265#44#p131,1,0,1,false
少額訴訟等市民型訴訟,,,少額訴訟等市民型訴訟,issn:0438-5896#18#p18.135,1,0,1,false
尚絅学園事件,福岡高判,平成3.8.22,尚絅学園事件,ncid:AN00327813#1287#p45,1,0,1,false
就労移行支援事業者による債務不履行・不法行為事件,松山地判,平成28.1.26,就労移行支援事業者による債務不履行・不法行為事件,issn:0911-4718#1683#p59,1,0,1,false
就籍許可事件,大阪高決,平成14.8.7,就籍許可事件,issn:0912-1579#559#p64,1,0,0,false
尼崎アスベスト訴訟,大阪高判,平成26.3.6,尼崎アスベスト訴訟,ncid:AA12241495#309#p309.3,1,0,1,false
尼崎築港事件,東京地判,平成12.7.31,尼崎築港事件,issn:0448-0791#1208#p272,1,0,1,false
尼崎道路公害訴訟,神戸地判,平成12.1.31,尼崎道路公害訴訟,issn:0448-0791#12#p37,1,0,1,false
尾北建設協会並びに名古屋市及びその周辺地区等に所在する建設業者による独占禁止法違反事件,,,尾北建設協会並びに名古屋市及びその周辺地区等に所在する建設業者による独占禁止法違反事件,issn:0425-6247#573#p61,1,0,0,false
尾崎市・尼崎市教育委員会事件,,,尾崎市・尼崎市教育委員会事件,issn:1342-5269#1093#p12,1,0,1,false
山一の四大証券事件,,,山一の四大証券事件,issn:0448-0791#1058#p110,1,0,1,false
山一証券事件,,,山一証券事件,issn:0448-0791#138#p138,1,0,1,false
山一証券損失保証履行請求事件,,,山一証券損失保証履行請求事件,issn:2185-3223#1506#p6,1,0,0,false
山一證券事件,大阪地判,平成18.3.20,山一證券事件,issn:0448-0791#1385#p120,1,0,1,false
山元事件,大阪地判,平成28.11.25,山元事件,issn:0386-0620#258#p190,1,0,0,false
山口放送事件,最高二小判,昭和55.4.11,山口放送事件,issn:0387-1878#226#p226,1,0,1,false
山口放送事件,最高三小判,昭和61.4.8,山口放送事件,issn:0386-0620#141#p195,1,0,1,false
山口放送事件,広島高判,令和5.11.17,山口放送事件,issn:0910-5786#v58n1#p66,1,0,1,false
山口県上関原子力発電所予定地訴訟,広島高判,平成17.10.20,山口県上関原子力発電所予定地訴訟,issn:0389-8571#2007-03#p1,1,0,1,false
山口県所在のトラック販売業者による販売割合及び販売代数枠のカルテル事件,,,山口県所在のトラック販売業者による販売割合及び販売代数枠のカルテル事件,issn:0425-6247#601#p77,1,0,1,false
山口県経済農業協同組合連合会による独占禁止法違反事件,,,山口県経済農業協同組合連合会による独占禁止法違反事件,issn:0425-6247#564#p71,1,0,0,false
山宗事件,静岡地沼津支判,平成13.12.26,山宗事件,issn:0448-0791#1257#p125,1,0,0,false
山宗事件,静岡地沼津支決,平成13.12.26,山宗事件,issn:0286-0821#245#p44,1,0,0,false
山岡内燃機事件,最高二小判,昭和29.5.28,山岡内燃機事件,isbn:bj-101#p160,1,0,1,false
山崎製パン事件,公取委,平成29.5.10,山崎製パン事件,issn:0448-0791#1514#p100,1,0,1,false
山崎製パン再販事件,公取委,昭和60.5.15,山崎製パン再販事件,issn:0448-0791#60#p227,1,0,1,false
山崎製パン株式会社の取引先小売店に対する押し込み販売事件,,,山崎製パン株式会社の取引先小売店に対する押し込み販売事件,issn:0425-6247#443#p76,1,0,1,false
山川病院訴訟,,,山川病院訴訟,issn:0911-4718#1307#p70,1,0,1,false
山形大学不当労働行為救済命令取消請求事件,最高三小決,令和6.3.6,山形大学不当労働行為救済命令取消請求事件,ncid:AN00327813#2057#p40,1,0,0,false
山形大学事件,,令和4.3.18,山形大学事件,issn:0386-0620#281#p138,1,0,1,false
山形大学賃金減額訴訟,,,山形大学賃金減額訴訟,ncid:AN00327813#1795#p20,1,0,1,false
山形県水産公社事件,最高一小判,平成5.1.21,山形県水産公社事件,issn:0448-0791#1057#p116,1,0,1,false
山形県発注の農業土木工事の独占禁止法違反事件,,,山形県発注の農業土木工事の独占禁止法違反事件,issn:0425-6247#612#p75,1,0,0,false
山恵木材事件,最高三小判,昭和46.6.15,山恵木材事件,isbn:bj-101#p140,1,0,1,false
山林無断伐採損害賠償請求控訴事件,名古屋高判,平成26.11.13,山林無断伐採損害賠償請求控訴事件,issn:0287-8534#417#p65,1,0,0,false
山梨県が石和地区を施工場所として発注する土木一式工事の入札談合事件,,,山梨県が石和地区を施工場所として発注する土木一式工事の入札談合事件,issn:0425-6247#809#p22,1,0,1,false
山梨県建設業協会8支部の入札談合事件,,,山梨県建設業協会８支部の入札談合事件,issn:0425-6247#532#p61,1,0,1,false
山梨県民信用組合事件,,,山梨県民信用組合事件,issn:0286-0821#323#p173,1,0,1,false
山梨県民信組事件・長澤運輸事件,,,山梨県民信組事件・長澤運輸事件,ncid:AN00327187#194#p6,1,0,1,false
山梨県石和地区特定土木一式工事事件,公取委,平成29.10.4,山梨県石和地区特定土木一式工事事件,issn:0448-0791#1516#p94,1,0,1,false
山梨県都留郡大石村と長浜村との間の入会紛争事件,,,山梨県都留郡大石村と長浜村との間の入会紛争事件,issn:1347-281X#v13n2#p31,1,0,1,false
山梨貸切自動車事件,甲府地判,昭和47.7.17,山梨貸切自動車事件,isbn:bj-101#p64,1,0,1,false
山梨貸切自動車事件,東京高判,昭和56.1.29,山梨貸切自動車事件,isbn:bj-101#p126,1,0,1,false
山田紡績事件,,,山田紡績事件,issn:0286-0821#323#p53,1,0,1,false
山田紡績整理解雇事件,,,山田紡績整理解雇事件,ncid:AN00327813#1653#p24,1,0,1,false
山葉楽器事件,静岡地浜松支判,昭和29.9.16,山葉楽器事件,isbn:bj-188#p152,1,0,1,false
山陽マルナカ事件,公取委,平成31.2.22,山陽マルナカ事件,issn:0287-7511#v47n10#p1237,1,0,1,false
山陽電気軌道事件,最高二小決,昭和53.11.15,山陽電気軌道事件,isbn:bj-101#p266,1,0,1,false
山高工務店対ヤマタカ事件,大阪地判,平成28.8.23,山高工務店対ヤマタカ事件,issn:0287-9956#1519#p2,1,0,1,false
岐阜卵豆腐中毒事件,岐阜地大垣支判,昭和48.12.27,岐阜卵豆腐中毒事件,isbn:bj-200#p162,1,0,1,false
岐阜商工信用組合両建預金事件,名古屋高判,昭和61.10.15,岐阜商工信用組合両建預金事件,issn:0448-0791#61#p237,1,0,1,false
岐阜工業事件,,,岐阜工業事件,issn:0286-0821#350#p112,1,0,1,false
岐阜県における年金引き下げ違憲訴訟,,,岐阜県における年金引き下げ違憲訴訟,issn:0386-5932#v52n2#p49,1,0,1,false
岡三証券事件,知財高判,平成22.5.25,岡三証券事件,issn:0913-5278#v58n11#p135,1,0,1,false
岡口裁判官ツイート分限裁判事件,,平成30.10.17,岡口裁判官ツイート分限裁判事件,issn:0439-3295#v64n3#p37,1,0,1,false
岡山中央郵便局事件,,,岡山中央郵便局事件,ncid:AN00327813#1552#p18,1,0,1,false
岡山大学学友会事件,最高三小判,平成16.4.20,岡山大学学友会事件,issn:0448-0791#16#p221,1,0,1,false
岡山市において修学旅行を取り扱う旅行業者による独占禁止法違反事件,,,岡山市において修学旅行を取り扱う旅行業者による独占禁止法違反事件,issn:0425-6247#710#p66,1,0,0,false
岡山県北生コンクリート協同組合事件,,,岡山県北生コンクリート協同組合事件,issn:0425-6247#782#p46,1,0,1,false
岡山県所在の道路標識設置工事及び道路標示設置工事の建設業者に対する独占禁止法違反事件,,,岡山県所在の道路標識設置工事及び道路標示設置工事の建設業者に対する独占禁止法違反事件,issn:0425-6247#575#p59,1,0,0,false
岡山県立大学事件,岡山地判,平成29.3.29,岡山県立大学事件,issn:0448-0791#1522#p136,1,0,1,false
岡山県議会政務調査費文書提出命令許可抗告事件,最高二小決,平成26.10.29,岡山県議会政務調査費文書提出命令許可抗告事件,issn:0287-8534#400#p113,1,0,0,false
岡山電気軌道事件,広島高岡山支判,平成7.10.31,岡山電気軌道事件,issn:0448-0791#1121#p159,1,0,1,false
岡部製作所事件,東京地判,平成18.5.26,岡部製作所事件,issn:0448-0791#1338#p217,1,0,1,false
岩山・木の根両団結小屋使用禁止命令取消請求事件,千葉地判,昭和57.6.30,岩山・木の根両団結小屋使用禁止命令取消請求事件,ncid:AN00327438#v38n4#p126,1,0,0,false
岩崎通信機事件,東京地判,昭和57.11.12,岩崎通信機事件,issn:0288-5107#3#p252,1,0,1,false
岩手スーパー・マーケット訴訟,,,岩手スーパー・マーケット訴訟,issn:0438-5896#463#p71,1,0,1,false
岩手大槌郵便局事件,,,岩手大槌郵便局事件,issn:0448-0791#794#p36,1,0,1,false
岩手県事件,盛岡地判,平成24.10.5,岩手県事件,issn:0448-0791#25#p238,1,0,1,false
岩手県交通事件,,,岩手県交通事件,ncid:AN00327813#1416#p16,1,0,1,false
岩手県教組事件,仙台高判,昭和61.10.24,岩手県教組事件,issn:0448-0791#61#p215,1,0,1,false
岩手県教組事件,盛岡地判,昭和57.6.11,岩手県教組事件,issn:0386-0620#125#p105,1,0,1,false
岩手県教組地公法違反事件,,,岩手県教組地公法違反事件,ncid:AN10042106#1261#p2,1,0,1,false
岩手銀行の家族手当不支給事件,,,岩手銀行の家族手当不支給事件,issn:1342-5064#v43n13#p1,1,0,1,false
岩手銀行女子行員家族手当請求事件,,,岩手銀行女子行員家族手当請求事件,ncid:AN00327813#1120#p12,1,0,0,false
岩手銀行男女差別手当事件,,,岩手銀行男女差別手当事件,issn:0286-2654#v27n1#p1,1,0,1,false
岩手銀行男女差別手当事件訴訟,,,岩手銀行男女差別手当事件訴訟,issn:0286-2654#v27n1#p1,1,0,1,false
岩手靖国訴訟,最高二小決,平成3.9.24,岩手靖国訴訟,issn:0389-2220#137#p92,1,0,1,false
岩教組4・11スト事件,,,岩教組４・１１スト事件,ncid:AN00327813#1063-1064#p77,1,0,1,false
岩教組学力テスト事件,,昭和51.5.21,岩教組学力テスト事件,issn:0387-1878#275#p275,1,0,1,false
岩石採取計画の認可義務付け等及び認可差止め請求控訴事件,名古屋高判,平成27.7.10,岩石採取計画の認可義務付け等及び認可差止め請求控訴事件,issn:0287-8534#430#p75,1,0,0,false
岩舟総合運動公園事件,東京高判,令和5.10.18,岩舟総合運動公園事件,ncid:AA12241495#2024#p297,1,0,1,false
岩見沢市発注の建設工事の入札参加業者による独占禁止法違反事件,,,岩見沢市発注の建設工事の入札参加業者による独占禁止法違反事件,issn:0425-6247#631#p73,1,0,0,false
岩見沢市発注の建設工事談合事件,公取委,平成15.3.11,岩見沢市発注の建設工事談合事件,issn:0448-0791#1270#p189,1,0,1,false
岳南鉄道事件,静岡地沼津支判,昭和59.2.29,岳南鉄道事件,issn:0448-0791#854#p125,1,0,1,false
峰運輸事件,大阪地判,平成12.1.21,峰運輸事件,issn:0448-0791#1201#p153,1,0,1,false
島根原発運転差止請求訴訟,松江地判,平成22.5.31,島根原発運転差止請求訴訟,ncid:AN10042106#1858#p2,1,0,0,false
島野製作所対米アップル社特許侵害訴訟,知財高判,平成28.10.26,島野製作所対米アップル社特許侵害訴訟,ncid:AA11439114#245#p2,1,0,1,false
川口グリーンゴルフ事件,,,川口グリーンゴルフ事件,issn:0286-0821#220#p95,1,0,1,false
川口学園事件,,,川口学園事件,ncid:AN00327813#1778#p34,1,0,1,false
川口学園街宣禁止等事件,,,川口学園街宣禁止等事件,issn:0286-0821#294#p85,1,0,0,false
川岸工業事件,仙台地判,昭和45.3.26,川岸工業事件,isbn:bj-101#p98,1,0,1,false
川崎協同病院事件,東京地判,平成20.1.11,川崎協同病院事件,issn:0912-7194#25#p117,1,0,1,false
川崎就学訴訟,横浜地判,令和2.3.18,川崎就学訴訟,issn:0453-185X#v55n4#p11,1,0,1,false
川崎市ヘイトデモ事件,横浜地川崎支判,令和5.7.11,川崎市ヘイトデモ事件,issn:0448-0791#5#p18,1,0,1,false
川崎市不動産鑑定書公開請求事件,東京高判,平成13.8.22,川崎市不動産鑑定書公開請求事件,issn:0387-3617#240#p87,1,0,0,false
川崎市土壌汚染事件,東京高判,平成25.3.28,川崎市土壌汚染事件,isbn:bj-240#p72,1,0,1,false
川崎市所在の土木関係工事業者に対する独占禁止法違反事件,,,川崎市所在の土木関係工事業者に対する独占禁止法違反事件,issn:0425-6247#520#p65,1,0,0,false
川崎市水道局いじめ自殺事件,,,川崎市水道局いじめ自殺事件,issn:0911-4718#1383#p45,1,0,1,false
川崎市水道局事件,,,川崎市水道局事件,issn:1342-5064#v54n16#p1,1,0,1,false
川崎町一般廃棄物収集運搬業不許可処分取消請求事件,福岡地判,平成25.3.5,川崎町一般廃棄物収集運搬業不許可処分取消請求事件,issn:0287-8534#391#p58,1,0,0,false
川崎製鉄水島製鉄所事件,,平成10.2.23,川崎製鉄水島製鉄所事件,ncid:AN00327813#1431#p46,1,0,1,false
川崎製鉄渡辺過労自殺事件,,,川崎製鉄渡辺過労自殺事件,issn:0286-0821#235#p27,1,0,1,false
川崎製鉄過労自殺事件,,,川崎製鉄過労自殺事件,issn:0286-0821#227#p38,1,0,1,false
川崎重工業事件,大阪高判,平成3.8.9,川崎重工業事件,ncid:AN00327813#1295#p34,1,0,1,false
川越市発注の建設工事の独占禁止法違反事件,,,川越市発注の建設工事の独占禁止法違反事件,issn:0425-6247#621#p77,1,0,0,false
川越市発注の舗装工事入札談合課徴金事件,公取委,平成16.11.24,川越市発注の舗装工事入札談合課徴金事件,issn:0448-0791#1299#p163,1,0,1,false
州メディケード求償訴訟,,,州メディケード求償訴訟,issn:0285-9378#88#p55,1,0,1,false
州外のスパマーに対する管轄権を肯定した事件,,,州外のスパマーに対する管轄権を肯定した事件,issn:0287-7511#v30n12#p1762,1,0,1,false
工事中の県道上で発生した交通事故に関する損害賠償請求控訴事件,仙台高判,平成24.6.27,工事中の県道上で発生した交通事故に関する損害賠償請求控訴事件,issn:0287-8534#378#p104,1,0,0,false
工事代金減額不当利得返還請求事件,大阪地判,平成22.5.25,工事代金減額不当利得返還請求事件,issn:0448-0791#1429#p133,1,0,0,false
工学院大学事件,東京地判,昭和59.5.15,工学院大学事件,issn:0386-0620#133#p193,1,0,1,false
工業所有権の侵害差止訴訟,,,工業所有権の侵害差止訴訟,issn:0389-0538#v62n12#p69,1,0,0,false
工業所有権訴訟,,,工業所有権訴訟,issn:0287-4954#v43n6#p41,1,0,1,false
工業所有権関係民事事件,,,工業所有権関係民事事件,ncid:AN00327187#542#p34,1,0,1,false
工業組合による員外者の新規参入妨害事件,,昭和59.6.4,工業組合による員外者の新規参入妨害事件,issn:0425-6247#405#p36,1,0,1,false
工藤會総裁脱税事件,福岡地判,平成30.7.18,工藤會総裁脱税事件,issn:1348-8953#v32n4#p81,1,0,1,false
差別の機会を提供したJR採用差別事件,,,差別の機会を提供したＪＲ採用差別事件,issn:0389-0546#v69n3#p1,1,0,1,false
差別ツイートに対する脅迫罪等告訴事件,,,差別ツイートに対する脅迫罪等告訴事件,issn:0439-3295#v64n10#p44,1,0,1,false
差押解除懈怠国家賠償請求事件,静岡地浜松支判,平成26.9.8,差押解除懈怠国家賠償請求事件,issn:0287-8534#404#p32,1,0,0,false
差止事件,東京地決,平成16.3.16,差止事件,issn:0438-5896#1156#p83,1,0,0,false
差止請求権不存在確認訴訟,大阪地判,令和3.3.25,差止請求権不存在確認訴訟,issn:0385-7115#v118n8#p33,1,0,0,false
差止請求訴訟,大阪高判,平成22.3.26,差止請求訴訟,issn:0385-7255#v49n3#p187,1,0,0,false
差止請求訴訟,大阪高判,平成21.10.23,差止請求訴訟,issn:0385-7255#v49n2#p163,1,0,0,false
巴機械サービス事件,東京高判,令和4.3.9,巴機械サービス事件,issn:0448-0791#4#p199,1,0,1,false
市が設置する体育館での事故に関する損害賠償請求事件,福島地判,令和6.4.9,市が設置する体育館での事故に関する損害賠償請求事件,issn:0913-610X#520#p62,1,0,0,false
市の公園使用不許可決定国家賠償請求控訴事件,大阪高判,平成29.7.14,市の公園使用不許可決定国家賠償請求控訴事件,issn:0287-8534#443#p52,1,0,0,false
市営住宅の入居替え時における修繕等請求控訴事件,高松高判,令和3.3.26,市営住宅の入居替え時における修繕等請求控訴事件,issn:0287-8534#495#p55,1,0,0,false
市場から見た仕組商品訴訟,,,市場から見た仕組商品訴訟,issn:1345-9821#26#p135,1,0,1,false
市川猿之助ストーカー事件,大阪地判,平成10.6.29,市川猿之助ストーカー事件,issn:0912-9782#453#p41,1,0,1,false
市庁舎内における動画等撮影禁止請求事件,千葉地判,令和2.6.25,市庁舎内における動画等撮影禁止請求事件,issn:0287-8534#482#p12,1,0,0,false
市役所本庁舎への立入り拒否措置に関する損害賠償請求控訴事件,大阪高判,令和5.12.20,市役所本庁舎への立入り拒否措置に関する損害賠償請求控訴事件,issn:0913-610X#520#p18,1,0,0,false
市提訴の民事訴訟,大阪高決,平成4.3.31,市提訴の民事訴訟,ncid:AN00326923#1993#p124,1,0,1,false
市民まつり出店拒否事件,,,市民まつり出店拒否事件,issn:1341-9498#v23n4#p24,1,0,1,false
